"","taskId","img0Id","img1ID","img0Name","img1Name","user","winner"
"239",238,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"240",239,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"241",240,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"242",241,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"243",242,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","jason",-1
"244",243,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","jason",-1
"245",244,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","jason",1
"246",245,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","jason",-1
"247",246,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","jason",-1
"248",247,234,243,"93_ohsu-0072-2-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"249",248,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"250",249,236,243,"17_ohsu-0049-nv-14-OS-posterior2.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"251",250,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","jason",-1
"252",251,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","jason",1
"253",252,239,242,"13_4_Full.JPG","29_miam-0018-5-od.BMP","jason",1
"254",253,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","jason",-1
"255",254,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"256",255,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"257",256,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",1
"258",257,239,242,"13_4_Full.JPG","29_miam-0018-5-od.BMP","jason",1
"259",258,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","jason",1
"260",259,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"261",260,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"262",261,234,243,"93_ohsu-0072-2-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"263",262,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","jason",1
"264",263,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",-1
"265",264,244,228,"21_ohsu-0124-6-OS-posterior.bmp","65_ohsu-0060-3-OS-posterior.bmp","jason",-1
"266",265,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","jason",1
"267",266,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"268",267,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"269",268,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"270",269,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",1
"271",270,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",1
"272",271,240,241,"5_ohsu-0054-5-os.bmp","61_miam--0027-2-od.BMP","jason",1
"273",272,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"274",273,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",-1
"275",274,237,245,"9_miam-0014-3-os.BMP","45_ohsu-0001-6-os-posterior2.bmp","jason",-1
"276",275,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"277",276,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","jason",1
"278",277,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","jason",1
"279",278,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"280",279,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"281",280,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","jason",-1
"282",281,238,235,"73_ohsu-0031-cc-3rd-OS-posterior.bmp","37_miam-0018-4-os.BMP","jason",-1
"283",282,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"284",283,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","jason",-1
"285",284,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"286",285,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"287",286,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","jason",-1
"288",287,240,241,"5_ohsu-0054-5-os.bmp","61_miam--0027-2-od.BMP","jason",1
"289",288,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"290",289,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","jason",1
"291",290,241,228,"61_miam--0027-2-od.BMP","65_ohsu-0060-3-OS-posterior.bmp","jason",-1
"292",291,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",-1
"293",292,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"294",293,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","jason",1
"295",294,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","jason",-1
"296",295,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","jason",-1
"297",296,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"298",297,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"299",298,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","jason",1
"300",299,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"301",300,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","jason",-1
"302",301,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","jason",-1
"303",302,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"304",303,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","jason",-1
"305",304,238,235,"73_ohsu-0031-cc-3rd-OS-posterior.bmp","37_miam-0018-4-os.BMP","jason",-1
"306",305,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",1
"307",306,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",1
"308",307,245,237,"45_ohsu-0001-6-os-posterior2.bmp","9_miam-0014-3-os.BMP","jason",-1
"309",308,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",-1
"310",309,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"311",310,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","jason",1
"312",311,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","jason",1
"313",312,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","jason",-1
"314",313,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","jason",1
"315",314,238,235,"73_ohsu-0031-cc-3rd-OS-posterior.bmp","37_miam-0018-4-os.BMP","jason",-1
"316",315,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"317",316,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",-1
"318",317,234,243,"93_ohsu-0072-2-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"319",318,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","jason",-1
"320",319,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"321",320,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",-1
"322",321,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","jason",1
"323",322,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","jason",1
"324",323,237,245,"9_miam-0014-3-os.BMP","45_ohsu-0001-6-os-posterior2.bmp","jason",1
"325",324,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","jason",1
"326",325,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"327",326,240,241,"5_ohsu-0054-5-os.bmp","61_miam--0027-2-od.BMP","jason",1
"328",327,234,243,"93_ohsu-0072-2-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"329",328,239,242,"13_4_Full.JPG","29_miam-0018-5-od.BMP","jason",1
"330",329,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","jason",-1
"331",330,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","jason",1
"332",331,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"333",332,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","jason",-1
"334",333,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","jason",1
"335",334,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","jason",1
"336",335,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"337",336,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"338",337,231,233,"69_ohsu-0063-3-OS-posterior.bmp","1_24-second-OS-temporal.bmp","jason",-1
"339",338,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"340",339,239,242,"13_4_Full.JPG","29_miam-0018-5-od.BMP","jason",1
"341",340,231,233,"69_ohsu-0063-3-OS-posterior.bmp","1_24-second-OS-temporal.bmp","jason",-1
"342",341,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","jason",-1
"343",342,231,233,"69_ohsu-0063-3-OS-posterior.bmp","1_24-second-OS-temporal.bmp","jason",-1
"344",343,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",1
"345",344,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","jason",1
"346",345,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","jason",-1
"347",346,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","jason",-1
"348",347,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"349",348,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"350",349,240,241,"5_ohsu-0054-5-os.bmp","61_miam--0027-2-od.BMP","jason",1
"351",350,240,241,"5_ohsu-0054-5-os.bmp","61_miam--0027-2-od.BMP","jason",1
"352",351,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"353",352,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",-1
"354",353,236,243,"17_ohsu-0049-nv-14-OS-posterior2.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","jason",1
"355",354,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"356",355,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","jason",-1
"357",356,237,245,"9_miam-0014-3-os.BMP","45_ohsu-0001-6-os-posterior2.bmp","jason",1
"358",357,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","jason",1
"359",358,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","jason",-1
"360",359,241,228,"61_miam--0027-2-od.BMP","65_ohsu-0060-3-OS-posterior.bmp","jason",1
"361",360,231,233,"69_ohsu-0063-3-OS-posterior.bmp","1_24-second-OS-temporal.bmp","jason",-1
"362",0,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","karyn",1
"363",1,243,242,"97_ohsu-0011-mb-1st-OD-posterior.bmp","29_miam-0018-5-od.BMP","karyn",-1
"364",2,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","karyn",-1
"365",3,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",-1
"366",4,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","karyn",-1
"367",5,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","karyn",-1
"368",6,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",1
"369",7,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"370",8,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","karyn",1
"371",9,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","karyn",1
"372",10,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","karyn",1
"373",11,231,233,"69_ohsu-0063-3-OS-posterior.bmp","1_24-second-OS-temporal.bmp","karyn",-1
"374",12,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","karyn",-1
"375",13,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","karyn",1
"376",14,241,228,"61_miam--0027-2-od.BMP","65_ohsu-0060-3-OS-posterior.bmp","karyn",-1
"377",15,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","karyn",1
"378",16,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","karyn",-1
"379",17,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",1
"380",18,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","karyn",1
"381",19,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","karyn",-1
"382",20,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",1
"383",21,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",-1
"384",22,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",-1
"385",23,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","karyn",1
"386",24,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","karyn",1
"387",25,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","karyn",1
"388",26,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","karyn",-1
"389",27,243,242,"97_ohsu-0011-mb-1st-OD-posterior.bmp","29_miam-0018-5-od.BMP","karyn",-1
"390",28,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","karyn",-1
"391",29,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",1
"392",30,238,235,"73_ohsu-0031-cc-3rd-OS-posterior.bmp","37_miam-0018-4-os.BMP","karyn",-1
"393",31,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","karyn",-1
"394",32,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","karyn",1
"395",33,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"396",34,243,242,"97_ohsu-0011-mb-1st-OD-posterior.bmp","29_miam-0018-5-od.BMP","karyn",-1
"397",35,240,241,"5_ohsu-0054-5-os.bmp","61_miam--0027-2-od.BMP","karyn",1
"398",36,241,228,"61_miam--0027-2-od.BMP","65_ohsu-0060-3-OS-posterior.bmp","karyn",-1
"399",37,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","karyn",1
"400",38,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","karyn",1
"401",39,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"402",40,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","karyn",1
"403",41,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",-1
"404",42,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","karyn",-1
"405",43,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","karyn",1
"406",44,238,235,"73_ohsu-0031-cc-3rd-OS-posterior.bmp","37_miam-0018-4-os.BMP","karyn",-1
"407",45,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","karyn",1
"408",46,245,237,"45_ohsu-0001-6-os-posterior2.bmp","9_miam-0014-3-os.BMP","karyn",-1
"409",47,226,242,"85_ohsu-0011-mb-2nd-OS-posterior.bmp","29_miam-0018-5-od.BMP","karyn",-1
"410",48,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","karyn",-1
"411",49,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","karyn",-1
"412",50,228,231,"65_ohsu-0060-3-OS-posterior.bmp","69_ohsu-0063-3-OS-posterior.bmp","karyn",-1
"413",51,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",-1
"414",52,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","karyn",1
"415",53,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","karyn",-1
"416",54,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",1
"417",55,235,244,"37_miam-0018-4-os.BMP","21_ohsu-0124-6-OS-posterior.bmp","karyn",1
"418",56,245,237,"45_ohsu-0001-6-os-posterior2.bmp","9_miam-0014-3-os.BMP","karyn",1
"419",57,236,243,"17_ohsu-0049-nv-14-OS-posterior2.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",1
"420",58,231,233,"69_ohsu-0063-3-OS-posterior.bmp","1_24-second-OS-temporal.bmp","karyn",1
"421",59,244,228,"21_ohsu-0124-6-OS-posterior.bmp","65_ohsu-0060-3-OS-posterior.bmp","karyn",1
"422",60,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","karyn",1
"423",61,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",-1
"424",62,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","karyn",-1
"425",63,241,228,"61_miam--0027-2-od.BMP","65_ohsu-0060-3-OS-posterior.bmp","karyn",-1
"426",64,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","karyn",1
"427",65,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","karyn",1
"428",66,244,228,"21_ohsu-0124-6-OS-posterior.bmp","65_ohsu-0060-3-OS-posterior.bmp","karyn",1
"429",67,234,243,"93_ohsu-0072-2-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"430",68,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",-1
"431",69,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"432",70,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","karyn",1
"433",71,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","karyn",-1
"434",72,239,242,"13_4_Full.JPG","29_miam-0018-5-od.BMP","karyn",1
"435",73,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",1
"436",74,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",1
"437",75,231,233,"69_ohsu-0063-3-OS-posterior.bmp","1_24-second-OS-temporal.bmp","karyn",-1
"438",76,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",1
"439",77,236,243,"17_ohsu-0049-nv-14-OS-posterior2.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"440",78,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",1
"441",79,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",-1
"442",80,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",1
"443",81,240,241,"5_ohsu-0054-5-os.bmp","61_miam--0027-2-od.BMP","karyn",1
"444",82,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","karyn",-1
"445",83,238,235,"73_ohsu-0031-cc-3rd-OS-posterior.bmp","37_miam-0018-4-os.BMP","karyn",-1
"446",84,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"447",85,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","karyn",-1
"448",86,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",1
"449",87,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","karyn",-1
"450",88,230,232,"77_ohsu-0030-ks-3rd-OS-posterior.bmp","53_ohsu-0041-am-1st-OD-posterior.bmp","karyn",-1
"451",89,245,237,"45_ohsu-0001-6-os-posterior2.bmp","9_miam-0014-3-os.BMP","karyn",1
"452",90,242,242,"29_miam-0018-5-od.BMP","29_miam-0018-5-od.BMP","karyn",1
"453",91,227,243,"89_ohsu-0029-ps-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"454",92,229,237,"41_beau-0061-4-OS-posterior.bmp","9_miam-0014-3-os.BMP","karyn",-1
"455",93,237,245,"9_miam-0014-3-os.BMP","45_ohsu-0001-6-os-posterior2.bmp","karyn",1
"456",94,233,242,"1_24-second-OS-temporal.bmp","29_miam-0018-5-od.BMP","karyn",1
"457",95,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",-1
"458",96,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",-1
"459",97,236,243,"17_ohsu-0049-nv-14-OS-posterior2.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",1
"460",98,234,243,"93_ohsu-0072-2-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"461",99,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",-1
"462",100,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",1
"463",101,222,240,"81_ohsu-0063-2-OD-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",-1
"464",102,223,240,"25_corn-0018-3-od-posterior.bmp","5_ohsu-0054-5-os.bmp","karyn",1
"465",103,236,243,"17_ohsu-0049-nv-14-OS-posterior2.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",1
"466",104,241,228,"61_miam--0027-2-od.BMP","65_ohsu-0060-3-OS-posterior.bmp","karyn",-1
"467",105,231,233,"69_ohsu-0063-3-OS-posterior.bmp","1_24-second-OS-temporal.bmp","karyn",1
"468",106,232,241,"53_ohsu-0041-am-1st-OD-posterior.bmp","61_miam--0027-2-od.BMP","karyn",-1
"469",107,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","karyn",1
"470",108,225,243,"57_ohsu-0021-cl-2nd-OD-posterior.bmp","97_ohsu-0011-mb-1st-OD-posterior.bmp","karyn",-1
"471",109,224,237,"33_ohsu-001-gb-6th-session-OD-posterior1.bmp","9_miam-0014-3-os.BMP","karyn",1
"472",110,237,245,"9_miam-0014-3-os.BMP","45_ohsu-0001-6-os-posterior2.bmp","karyn",-1
"473",111,221,239,"49_ohsu-0020-gl-5th-OD-posterior.bmp","13_4_Full.JPG","karyn",1
"474",112,238,235,"73_ohsu-0031-cc-3rd-OS-posterior.bmp","37_miam-0018-4-os.BMP","karyn",-1
