taskId,img0Id,img1ID,img0Name,img1Name,jason,karyn,kim,nina,tom
226,236,243,17_ohsu-0049-nv-14-OS-posterior2.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,1,1,1,1
227,221,239,49_ohsu-0020-gl-5th-OD-posterior.bmp,13_4_Full.JPG,1,1,-1,1,1
228,229,237,41_beau-0061-4-OS-posterior.bmp,9_miam-0014-3-os.BMP,1,1,1,1,1
229,229,237,41_beau-0061-4-OS-posterior.bmp,9_miam-0014-3-os.BMP,-1,-1,-1,-1,-1
230,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,-1,-1,-1,-1,-1
231,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,-1,-1,-1
232,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,-1,-1,-1,-1,-1
233,221,239,49_ohsu-0020-gl-5th-OD-posterior.bmp,13_4_Full.JPG,-1,-1,-1,-1,-1
234,234,243,93_ohsu-0072-2-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,1,-1,1,1
235,237,245,9_miam-0014-3-os.BMP,45_ohsu-0001-6-os-posterior2.bmp,1,1,1,1,1
236,240,241,5_ohsu-0054-5-os.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
237,244,228,21_ohsu-0124-6-OS-posterior.bmp,65_ohsu-0060-3-OS-posterior.bmp,1,1,1,1,1
238,222,240,81_ohsu-0063-2-OD-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,1,-1,-1,-1
239,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,1,1,-1
240,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
241,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,1,1,1,1
242,235,244,37_miam-0018-4-os.BMP,21_ohsu-0124-6-OS-posterior.bmp,-1,-1,-1,-1,-1
243,226,242,85_ohsu-0011-mb-2nd-OS-posterior.bmp,29_miam-0018-5-od.BMP,-1,-1,-1,-1,-1
244,242,242,29_miam-0018-5-od.BMP,29_miam-0018-5-od.BMP,1,1,1,1,1
245,232,241,53_ohsu-0041-am-1st-OD-posterior.bmp,61_miam--0027-2-od.BMP,-1,-1,-1,-1,-1
246,229,237,41_beau-0061-4-OS-posterior.bmp,9_miam-0014-3-os.BMP,-1,-1,-1,-1,-1
247,234,243,93_ohsu-0072-2-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
248,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,-1,1,-1
249,236,243,17_ohsu-0049-nv-14-OS-posterior2.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,1,-1,-1,-1
250,232,241,53_ohsu-0041-am-1st-OD-posterior.bmp,61_miam--0027-2-od.BMP,-1,-1,-1,-1,-1
251,232,241,53_ohsu-0041-am-1st-OD-posterior.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
252,239,242,13_4_Full.JPG,29_miam-0018-5-od.BMP,1,1,1,1,1
253,226,242,85_ohsu-0011-mb-2nd-OS-posterior.bmp,29_miam-0018-5-od.BMP,-1,-1,-1,-1,-1
254,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
255,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,-1,1,-1
256,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,1,1,1,1,1
257,239,242,13_4_Full.JPG,29_miam-0018-5-od.BMP,1,1,1,1,1
258,235,244,37_miam-0018-4-os.BMP,21_ohsu-0124-6-OS-posterior.bmp,1,1,1,1,1
259,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
260,222,240,81_ohsu-0063-2-OD-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,-1,-1,-1
261,234,243,93_ohsu-0072-2-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,-1,1,-1,-1
262,233,242,1_24-second-OS-temporal.bmp,29_miam-0018-5-od.BMP,1,1,1,1,1
263,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,-1,1,-1,-1,-1
264,244,228,21_ohsu-0124-6-OS-posterior.bmp,65_ohsu-0060-3-OS-posterior.bmp,-1,-1,-1,1,-1
265,232,241,53_ohsu-0041-am-1st-OD-posterior.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
266,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,1,1,1,1
267,222,240,81_ohsu-0063-2-OD-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,1,1,1
268,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
269,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,1,1,1,1,1
270,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,1,1,1,1,1
271,240,241,5_ohsu-0054-5-os.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
272,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,-1,-1,-1
273,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,-1,-1,-1,-1,-1
274,237,245,9_miam-0014-3-os.BMP,45_ohsu-0001-6-os-posterior2.bmp,-1,-1,-1,-1,-1
275,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
276,242,242,29_miam-0018-5-od.BMP,29_miam-0018-5-od.BMP,1,1,1,1,1
277,229,237,41_beau-0061-4-OS-posterior.bmp,9_miam-0014-3-os.BMP,1,1,1,1,1
278,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,-1,1,-1,-1
279,222,240,81_ohsu-0063-2-OD-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,-1,-1,-1
280,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,-1,-1,-1,-1,-1
281,238,235,73_ohsu-0031-cc-3rd-OS-posterior.bmp,37_miam-0018-4-os.BMP,-1,-1,-1,-1,-1
282,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
283,221,239,49_ohsu-0020-gl-5th-OD-posterior.bmp,13_4_Full.JPG,-1,-1,-1,-1,-1
284,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
285,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
286,232,241,53_ohsu-0041-am-1st-OD-posterior.bmp,61_miam--0027-2-od.BMP,-1,-1,-1,-1,-1
287,240,241,5_ohsu-0054-5-os.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
288,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,1,1,1,1
289,221,239,49_ohsu-0020-gl-5th-OD-posterior.bmp,13_4_Full.JPG,1,1,1,1,1
290,241,228,61_miam--0027-2-od.BMP,65_ohsu-0060-3-OS-posterior.bmp,-1,-1,-1,-1,-1
291,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,-1,1,-1,-1,-1
292,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,1,-1,-1
293,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,1,1,1,1,1
294,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,-1,-1,-1,-1,-1
295,235,244,37_miam-0018-4-os.BMP,21_ohsu-0124-6-OS-posterior.bmp,-1,-1,-1,-1,-1
296,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,1,1,1
297,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
298,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,1,-1,1,-1,1
299,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,-1,1,1,1
300,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,-1,-1,-1,-1,-1
301,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,-1,-1,-1,-1,-1
302,222,240,81_ohsu-0063-2-OD-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,-1,-1,-1
303,226,242,85_ohsu-0011-mb-2nd-OS-posterior.bmp,29_miam-0018-5-od.BMP,-1,-1,1,-1,-1
304,238,235,73_ohsu-0031-cc-3rd-OS-posterior.bmp,37_miam-0018-4-os.BMP,-1,-1,-1,1,1
305,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,1,1,1,1,1
306,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,1,1,1,1,1
307,245,237,45_ohsu-0001-6-os-posterior2.bmp,9_miam-0014-3-os.BMP,-1,1,-1,1,-1
308,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,-1,-1,-1,-1,-1
309,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,1,1,1,1
310,233,242,1_24-second-OS-temporal.bmp,29_miam-0018-5-od.BMP,1,1,1,1,1
311,232,241,53_ohsu-0041-am-1st-OD-posterior.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
312,226,242,85_ohsu-0011-mb-2nd-OS-posterior.bmp,29_miam-0018-5-od.BMP,-1,-1,-1,-1,-1
313,242,242,29_miam-0018-5-od.BMP,29_miam-0018-5-od.BMP,1,1,1,1,1
314,238,235,73_ohsu-0031-cc-3rd-OS-posterior.bmp,37_miam-0018-4-os.BMP,-1,-1,1,-1,-1
315,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
316,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,-1,1,-1,-1,1
317,234,243,93_ohsu-0072-2-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
318,235,244,37_miam-0018-4-os.BMP,21_ohsu-0124-6-OS-posterior.bmp,-1,-1,-1,-1,-1
319,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
320,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,-1,-1,-1,-1,-1
321,221,239,49_ohsu-0020-gl-5th-OD-posterior.bmp,13_4_Full.JPG,1,1,-1,1,-1
322,226,242,85_ohsu-0011-mb-2nd-OS-posterior.bmp,29_miam-0018-5-od.BMP,1,-1,-1,1,-1
323,237,245,9_miam-0014-3-os.BMP,45_ohsu-0001-6-os-posterior2.bmp,1,-1,1,1,1
324,235,244,37_miam-0018-4-os.BMP,21_ohsu-0124-6-OS-posterior.bmp,1,-1,1,1,1
325,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,-1,-1,1
326,240,241,5_ohsu-0054-5-os.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
327,234,243,93_ohsu-0072-2-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
328,239,242,13_4_Full.JPG,29_miam-0018-5-od.BMP,1,1,1,1,-1
329,226,242,85_ohsu-0011-mb-2nd-OS-posterior.bmp,29_miam-0018-5-od.BMP,-1,-1,-1,-1,-1
330,233,242,1_24-second-OS-temporal.bmp,29_miam-0018-5-od.BMP,1,1,1,1,1
331,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
332,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,-1,-1,-1,-1,-1
333,228,231,65_ohsu-0060-3-OS-posterior.bmp,69_ohsu-0063-3-OS-posterior.bmp,1,1,-1,-1,1
334,235,244,37_miam-0018-4-os.BMP,21_ohsu-0124-6-OS-posterior.bmp,1,1,1,1,1
335,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,1,-1,-1,-1
336,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,1,1,-1,-1
337,231,233,69_ohsu-0063-3-OS-posterior.bmp,1_24-second-OS-temporal.bmp,-1,-1,-1,-1,-1
338,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,1
339,239,242,13_4_Full.JPG,29_miam-0018-5-od.BMP,1,1,-1,1,1
340,231,233,69_ohsu-0063-3-OS-posterior.bmp,1_24-second-OS-temporal.bmp,-1,-1,-1,-1,-1
341,226,242,85_ohsu-0011-mb-2nd-OS-posterior.bmp,29_miam-0018-5-od.BMP,-1,-1,-1,-1,-1
342,231,233,69_ohsu-0063-3-OS-posterior.bmp,1_24-second-OS-temporal.bmp,-1,1,-1,-1,1
343,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,1,1,1,1,1
344,229,237,41_beau-0061-4-OS-posterior.bmp,9_miam-0014-3-os.BMP,1,1,1,1,1
345,224,237,33_ohsu-001-gb-6th-session-OD-posterior1.bmp,9_miam-0014-3-os.BMP,-1,1,1,-1,-1
346,235,244,37_miam-0018-4-os.BMP,21_ohsu-0124-6-OS-posterior.bmp,-1,-1,-1,-1,-1
347,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
348,227,243,89_ohsu-0029-ps-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,1,1,-1,-1
349,240,241,5_ohsu-0054-5-os.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
350,240,241,5_ohsu-0054-5-os.bmp,61_miam--0027-2-od.BMP,1,1,1,1,1
351,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
352,225,243,57_ohsu-0021-cl-2nd-OD-posterior.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
353,236,243,17_ohsu-0049-nv-14-OS-posterior2.bmp,97_ohsu-0011-mb-1st-OD-posterior.bmp,1,1,1,1,1
354,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
355,230,232,77_ohsu-0030-ks-3rd-OS-posterior.bmp,53_ohsu-0041-am-1st-OD-posterior.bmp,-1,-1,-1,-1,-1
356,237,245,9_miam-0014-3-os.BMP,45_ohsu-0001-6-os-posterior2.bmp,1,1,1,1,1
357,223,240,25_corn-0018-3-od-posterior.bmp,5_ohsu-0054-5-os.bmp,1,1,1,1,1
358,235,244,37_miam-0018-4-os.BMP,21_ohsu-0124-6-OS-posterior.bmp,-1,-1,-1,-1,-1
359,241,228,61_miam--0027-2-od.BMP,65_ohsu-0060-3-OS-posterior.bmp,1,-1,1,1,1
360,231,233,69_ohsu-0063-3-OS-posterior.bmp,1_24-second-OS-temporal.bmp,-1,-1,-1,-1,-1
