task_id,image0,image1,winner,user,date,icl
3877,137,213,1,mike,Thu May 07 2015 21:53:54 GMT-0700 (PDT),ICL_third_set_hundred_r2
3878,134,158,-1,mike,Thu May 07 2015 21:54:00 GMT-0700 (PDT),ICL_third_set_hundred_r2
3879,176,198,1,mike,Thu May 07 2015 21:54:07 GMT-0700 (PDT),ICL_third_set_hundred_r2
388,175,216,-1,mike,Wed Apr 29 2015 18:02:18 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3880,175,121,-1,mike,Thu May 07 2015 21:54:13 GMT-0700 (PDT),ICL_third_set_hundred_r2
3881,156,193,-1,mike,Thu May 07 2015 21:54:15 GMT-0700 (PDT),ICL_third_set_hundred_r2
3882,121,134,-1,mike,Thu May 07 2015 21:54:18 GMT-0700 (PDT),ICL_third_set_hundred_r2
3883,157,174,1,mike,Thu May 07 2015 21:54:21 GMT-0700 (PDT),ICL_third_set_hundred_r2
3884,128,197,-1,mike,Thu May 07 2015 21:54:28 GMT-0700 (PDT),ICL_third_set_hundred_r2
3885,145,170,1,mike,Thu May 07 2015 21:54:30 GMT-0700 (PDT),ICL_third_set_hundred_r2
3886,122,157,1,mike,Thu May 07 2015 21:54:32 GMT-0700 (PDT),ICL_third_set_hundred_r2
3887,151,218,-1,mike,Thu May 07 2015 21:54:34 GMT-0700 (PDT),ICL_third_set_hundred_r2
3888,136,191,-1,mike,Thu May 07 2015 21:54:36 GMT-0700 (PDT),ICL_third_set_hundred_r2
3889,187,207,1,mike,Thu May 07 2015 21:54:38 GMT-0700 (PDT),ICL_third_set_hundred_r2
389,143,172,1,mike,Wed Apr 29 2015 18:02:30 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3890,165,195,1,mike,Thu May 07 2015 21:54:40 GMT-0700 (PDT),ICL_third_set_hundred_r2
3891,160,177,-1,mike,Thu May 07 2015 21:54:43 GMT-0700 (PDT),ICL_third_set_hundred_r2
3892,185,213,-1,mike,Thu May 07 2015 21:54:46 GMT-0700 (PDT),ICL_third_set_hundred_r2
3893,206,142,-1,mike,Thu May 07 2015 21:54:50 GMT-0700 (PDT),ICL_third_set_hundred_r2
3894,185,208,-1,mike,Thu May 07 2015 21:54:53 GMT-0700 (PDT),ICL_third_set_hundred_r2
3895,205,206,-1,mike,Thu May 07 2015 21:54:56 GMT-0700 (PDT),ICL_third_set_hundred_r2
3896,153,122,1,mike,Thu May 07 2015 21:55:00 GMT-0700 (PDT),ICL_third_set_hundred_r2
3897,130,144,1,mike,Thu May 07 2015 21:55:02 GMT-0700 (PDT),ICL_third_set_hundred_r2
3898,145,178,1,mike,Thu May 07 2015 21:55:04 GMT-0700 (PDT),ICL_third_set_hundred_r2
3899,200,201,1,mike,Thu May 07 2015 21:55:06 GMT-0700 (PDT),ICL_third_set_hundred_r2
39,158,212,1,mike,Tue Apr 28 2015 22:29:12 GMT-0700 (PDT),ICL_third_set_hundred_r2
390,209,158,-1,mike,Wed Apr 29 2015 18:02:33 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3900,165,146,1,mike,Thu May 07 2015 21:55:09 GMT-0700 (PDT),ICL_third_set_hundred_r2
3901,182,198,1,mike,Thu May 07 2015 21:55:11 GMT-0700 (PDT),ICL_third_set_hundred_r2
3902,154,200,-1,mike,Thu May 07 2015 21:55:15 GMT-0700 (PDT),ICL_third_set_hundred_r2
3903,158,203,1,mike,Thu May 07 2015 21:55:31 GMT-0700 (PDT),ICL_third_set_hundred_r2
3904,177,220,-1,mike,Thu May 07 2015 21:55:34 GMT-0700 (PDT),ICL_third_set_hundred_r2
3905,143,161,1,mike,Thu May 07 2015 21:55:36 GMT-0700 (PDT),ICL_third_set_hundred_r2
3906,136,190,1,mike,Thu May 07 2015 21:55:39 GMT-0700 (PDT),ICL_third_set_hundred_r2
3907,189,144,-1,mike,Thu May 07 2015 21:55:41 GMT-0700 (PDT),ICL_third_set_hundred_r2
3908,189,207,-1,mike,Thu May 07 2015 21:55:43 GMT-0700 (PDT),ICL_third_set_hundred_r2
3909,134,138,1,mike,Thu May 07 2015 21:55:45 GMT-0700 (PDT),ICL_third_set_hundred_r2
391,164,174,-1,mike,Wed Apr 29 2015 18:02:39 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3910,128,183,-1,mike,Thu May 07 2015 21:55:51 GMT-0700 (PDT),ICL_third_set_hundred_r2
3911,124,205,-1,mike,Thu May 07 2015 21:55:53 GMT-0700 (PDT),ICL_third_set_hundred_r2
3912,217,178,1,mike,Thu May 07 2015 21:55:56 GMT-0700 (PDT),ICL_third_set_hundred_r2
3913,175,147,-1,mike,Thu May 07 2015 21:56:01 GMT-0700 (PDT),ICL_third_set_hundred_r2
3914,151,143,-1,mike,Thu May 07 2015 21:56:03 GMT-0700 (PDT),ICL_third_set_hundred_r2
3915,151,212,-1,mike,Thu May 07 2015 21:56:06 GMT-0700 (PDT),ICL_third_set_hundred_r2
3916,161,168,-1,mike,Thu May 07 2015 21:56:08 GMT-0700 (PDT),ICL_third_set_hundred_r2
3917,128,134,-1,mike,Thu May 07 2015 21:56:10 GMT-0700 (PDT),ICL_third_set_hundred_r2
3918,188,220,-1,mike,Thu May 07 2015 21:56:12 GMT-0700 (PDT),ICL_third_set_hundred_r2
3919,150,185,-1,mike,Thu May 07 2015 21:56:21 GMT-0700 (PDT),ICL_third_set_hundred_r2
392,149,165,1,mike,Wed Apr 29 2015 18:02:41 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3920,153,160,1,mike,Thu May 07 2015 21:56:23 GMT-0700 (PDT),ICL_third_set_hundred_r2
3921,149,182,1,mike,Thu May 07 2015 21:56:25 GMT-0700 (PDT),ICL_third_set_hundred_r2
3922,137,145,-1,mike,Thu May 07 2015 21:56:34 GMT-0700 (PDT),ICL_third_set_hundred_r2
3923,174,183,1,mike,Thu May 07 2015 21:56:38 GMT-0700 (PDT),ICL_third_set_hundred_r2
3924,158,186,-1,mike,Thu May 07 2015 21:56:41 GMT-0700 (PDT),ICL_third_set_hundred_r2
3925,176,211,-1,mike,Thu May 07 2015 21:56:43 GMT-0700 (PDT),ICL_third_set_hundred_r2
3926,198,141,-1,mike,Thu May 07 2015 21:56:45 GMT-0700 (PDT),ICL_third_set_hundred_r2
3927,145,191,-1,mike,Thu May 07 2015 21:56:47 GMT-0700 (PDT),ICL_third_set_hundred_r2
3928,127,202,1,mike,Thu May 07 2015 21:56:49 GMT-0700 (PDT),ICL_third_set_hundred_r2
3929,177,176,1,mike,Thu May 07 2015 21:56:52 GMT-0700 (PDT),ICL_third_set_hundred_r2
393,189,129,-1,mike,Wed Apr 29 2015 18:02:46 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3930,201,184,1,mike,Thu May 07 2015 21:56:55 GMT-0700 (PDT),ICL_third_set_hundred_r2
3931,121,154,1,mike,Thu May 07 2015 21:56:57 GMT-0700 (PDT),ICL_third_set_hundred_r2
3932,148,193,-1,mike,Thu May 07 2015 21:57:05 GMT-0700 (PDT),ICL_third_set_hundred_r2
3933,135,187,-1,mike,Thu May 07 2015 21:57:07 GMT-0700 (PDT),ICL_third_set_hundred_r2
3934,147,173,-1,mike,Thu May 07 2015 21:57:10 GMT-0700 (PDT),ICL_third_set_hundred_r2
3935,170,138,1,mike,Thu May 07 2015 21:57:14 GMT-0700 (PDT),ICL_third_set_hundred_r2
3936,150,211,-1,mike,Thu May 07 2015 21:57:16 GMT-0700 (PDT),ICL_third_set_hundred_r2
3937,152,201,1,mike,Thu May 07 2015 21:57:21 GMT-0700 (PDT),ICL_third_set_hundred_r2
3938,138,164,-1,mike,Thu May 07 2015 21:57:23 GMT-0700 (PDT),ICL_third_set_hundred_r2
3939,146,204,1,mike,Thu May 07 2015 21:57:26 GMT-0700 (PDT),ICL_third_set_hundred_r2
394,131,137,-1,mike,Wed Apr 29 2015 18:02:49 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3940,137,154,1,mike,Thu May 07 2015 21:57:28 GMT-0700 (PDT),ICL_third_set_hundred_r2
3941,126,175,1,mike,Thu May 07 2015 21:57:30 GMT-0700 (PDT),ICL_third_set_hundred_r2
3942,194,203,-1,mike,Thu May 07 2015 21:57:33 GMT-0700 (PDT),ICL_third_set_hundred_r2
3943,131,170,1,mike,Thu May 07 2015 21:57:39 GMT-0700 (PDT),ICL_third_set_hundred_r2
3944,146,164,1,mike,Thu May 07 2015 21:57:42 GMT-0700 (PDT),ICL_third_set_hundred_r2
3945,167,214,-1,mike,Thu May 07 2015 21:57:45 GMT-0700 (PDT),ICL_third_set_hundred_r2
3946,122,194,1,mike,Thu May 07 2015 21:57:47 GMT-0700 (PDT),ICL_third_set_hundred_r2
3947,170,176,1,mike,Thu May 07 2015 21:57:49 GMT-0700 (PDT),ICL_third_set_hundred_r2
3948,129,214,-1,mike,Thu May 07 2015 21:57:51 GMT-0700 (PDT),ICL_third_set_hundred_r2
3949,124,188,1,mike,Thu May 07 2015 21:57:54 GMT-0700 (PDT),ICL_third_set_hundred_r2
395,136,147,-1,mike,Wed Apr 29 2015 18:02:55 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3950,150,187,-1,mike,Thu May 07 2015 21:57:56 GMT-0700 (PDT),ICL_third_set_hundred_r2
3951,197,128,1,mike,Thu May 07 2015 21:58:11 GMT-0700 (PDT),ICL_third_set_hundred_r2
3952,145,211,1,mike,Thu May 07 2015 21:58:17 GMT-0700 (PDT),ICL_third_set_hundred_r2
3953,212,182,-1,mike,Thu May 07 2015 21:58:19 GMT-0700 (PDT),ICL_third_set_hundred_r2
3954,165,213,1,mike,Thu May 07 2015 21:58:21 GMT-0700 (PDT),ICL_third_set_hundred_r2
3955,123,157,1,mike,Thu May 07 2015 21:58:23 GMT-0700 (PDT),ICL_third_set_hundred_r2
3956,139,213,-1,mike,Thu May 07 2015 21:58:28 GMT-0700 (PDT),ICL_third_set_hundred_r2
3957,122,160,1,mike,Thu May 07 2015 21:58:30 GMT-0700 (PDT),ICL_third_set_hundred_r2
3958,193,215,1,mike,Thu May 07 2015 21:58:32 GMT-0700 (PDT),ICL_third_set_hundred_r2
3959,126,213,1,mike,Thu May 07 2015 21:58:34 GMT-0700 (PDT),ICL_third_set_hundred_r2
396,157,181,-1,mike,Wed Apr 29 2015 18:02:58 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3960,206,220,-1,mike,Thu May 07 2015 21:58:39 GMT-0700 (PDT),ICL_third_set_hundred_r2
3961,156,165,-1,mike,Thu May 07 2015 21:58:41 GMT-0700 (PDT),ICL_third_set_hundred_r2
3962,153,211,-1,mike,Thu May 07 2015 21:58:55 GMT-0700 (PDT),ICL_third_set_hundred_r2
3963,156,175,-1,mike,Thu May 07 2015 21:58:58 GMT-0700 (PDT),ICL_third_set_hundred_r2
3964,220,205,1,mike,Thu May 07 2015 21:59:00 GMT-0700 (PDT),ICL_third_set_hundred_r2
3965,171,183,1,mike,Thu May 07 2015 21:59:05 GMT-0700 (PDT),ICL_third_set_hundred_r2
3966,123,137,1,mike,Thu May 07 2015 21:59:14 GMT-0700 (PDT),ICL_third_set_hundred_r2
3967,130,145,-1,mike,Thu May 07 2015 21:59:18 GMT-0700 (PDT),ICL_third_set_hundred_r2
3968,199,207,1,mike,Thu May 07 2015 21:59:21 GMT-0700 (PDT),ICL_third_set_hundred_r2
3969,140,157,1,mike,Thu May 07 2015 21:59:24 GMT-0700 (PDT),ICL_third_set_hundred_r2
397,179,215,-1,mike,Wed Apr 29 2015 18:03:05 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3970,132,175,1,mike,Thu May 07 2015 21:59:27 GMT-0700 (PDT),ICL_third_set_hundred_r2
3971,134,176,1,mike,Thu May 07 2015 21:59:29 GMT-0700 (PDT),ICL_third_set_hundred_r2
3972,141,214,-1,mike,Thu May 07 2015 21:59:32 GMT-0700 (PDT),ICL_third_set_hundred_r2
3973,211,144,1,mike,Thu May 07 2015 21:59:34 GMT-0700 (PDT),ICL_third_set_hundred_r2
3974,197,213,-1,mike,Thu May 07 2015 21:59:37 GMT-0700 (PDT),ICL_third_set_hundred_r2
3975,143,165,-1,mike,Thu May 07 2015 21:59:48 GMT-0700 (PDT),ICL_third_set_hundred_r2
3976,178,198,-1,mike,Thu May 07 2015 21:59:51 GMT-0700 (PDT),ICL_third_set_hundred_r2
3977,133,185,1,mike,Thu May 07 2015 21:59:55 GMT-0700 (PDT),ICL_third_set_hundred_r2
3978,159,178,1,mike,Thu May 07 2015 21:59:57 GMT-0700 (PDT),ICL_third_set_hundred_r2
3979,171,179,1,mike,Thu May 07 2015 22:00:00 GMT-0700 (PDT),ICL_third_set_hundred_r2
398,159,182,-1,mike,Wed Apr 29 2015 18:03:08 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3980,154,203,-1,mike,Thu May 07 2015 22:00:02 GMT-0700 (PDT),ICL_third_set_hundred_r2
3981,127,164,1,mike,Thu May 07 2015 22:00:04 GMT-0700 (PDT),ICL_third_set_hundred_r2
3982,207,199,-1,mike,Thu May 07 2015 22:00:08 GMT-0700 (PDT),ICL_third_set_hundred_r2
3983,158,168,1,mike,Thu May 07 2015 22:00:11 GMT-0700 (PDT),ICL_third_set_hundred_r2
3984,161,220,-1,mike,Thu May 07 2015 22:00:14 GMT-0700 (PDT),ICL_third_set_hundred_r2
3985,136,162,-1,mike,Thu May 07 2015 22:00:16 GMT-0700 (PDT),ICL_third_set_hundred_r2
3986,163,212,1,mike,Thu May 07 2015 22:00:18 GMT-0700 (PDT),ICL_third_set_hundred_r2
3987,173,218,-1,mike,Thu May 07 2015 22:00:22 GMT-0700 (PDT),ICL_third_set_hundred_r2
3988,183,214,-1,mike,Thu May 07 2015 22:00:24 GMT-0700 (PDT),ICL_third_set_hundred_r2
3989,188,128,-1,mike,Thu May 07 2015 22:00:30 GMT-0700 (PDT),ICL_third_set_hundred_r2
399,141,198,1,mike,Wed Apr 29 2015 18:03:10 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
3990,183,216,-1,mike,Thu May 07 2015 22:00:32 GMT-0700 (PDT),ICL_third_set_hundred_r2
3991,128,148,-1,mike,Thu May 07 2015 22:00:34 GMT-0700 (PDT),ICL_third_set_hundred_r2
3992,133,186,-1,mike,Thu May 07 2015 22:00:36 GMT-0700 (PDT),ICL_third_set_hundred_r2
3993,122,220,-1,mike,Thu May 07 2015 22:00:40 GMT-0700 (PDT),ICL_third_set_hundred_r2
3994,215,133,1,mike,Thu May 07 2015 22:00:45 GMT-0700 (PDT),ICL_third_set_hundred_r2
3995,132,133,1,mike,Thu May 07 2015 22:00:47 GMT-0700 (PDT),ICL_third_set_hundred_r2
3996,156,162,-1,mike,Thu May 07 2015 22:00:49 GMT-0700 (PDT),ICL_third_set_hundred_r2
3997,122,205,1,mike,Thu May 07 2015 22:00:51 GMT-0700 (PDT),ICL_third_set_hundred_r2
3998,130,148,1,mike,Thu May 07 2015 22:00:54 GMT-0700 (PDT),ICL_third_set_hundred_r2
3999,145,213,1,mike,Thu May 07 2015 22:00:56 GMT-0700 (PDT),ICL_third_set_hundred_r2
4,194,216,-1,mike,Tue Apr 28 2015 22:21:00 GMT-0700 (PDT),ICL_third_set_hundred_r2
40,195,204,1,mike,Tue Apr 28 2015 22:29:20 GMT-0700 (PDT),ICL_third_set_hundred_r2
400,128,152,-1,mike,Wed Apr 29 2015 18:03:14 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4000,183,205,-1,mike,Thu May 07 2015 22:00:59 GMT-0700 (PDT),ICL_third_set_hundred_r2
4001,127,207,1,mike,Thu May 07 2015 22:01:02 GMT-0700 (PDT),ICL_third_set_hundred_r2
4002,159,203,-1,mike,Thu May 07 2015 22:01:11 GMT-0700 (PDT),ICL_third_set_hundred_r2
4003,156,126,-1,mike,Thu May 07 2015 22:01:13 GMT-0700 (PDT),ICL_third_set_hundred_r2
4004,137,161,1,mike,Thu May 07 2015 22:01:15 GMT-0700 (PDT),ICL_third_set_hundred_r2
4005,153,199,-1,mike,Thu May 07 2015 22:01:22 GMT-0700 (PDT),ICL_third_set_hundred_r2
4006,173,203,-1,mike,Thu May 07 2015 22:01:27 GMT-0700 (PDT),ICL_third_set_hundred_r2
4007,122,146,1,mike,Thu May 07 2015 22:01:31 GMT-0700 (PDT),ICL_third_set_hundred_r2
4008,148,171,1,mike,Thu May 07 2015 22:01:33 GMT-0700 (PDT),ICL_third_set_hundred_r2
4009,127,190,1,mike,Thu May 07 2015 22:01:35 GMT-0700 (PDT),ICL_third_set_hundred_r2
401,126,182,-1,mike,Wed Apr 29 2015 18:03:24 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4010,140,213,1,mike,Thu May 07 2015 22:01:37 GMT-0700 (PDT),ICL_third_set_hundred_r2
4011,203,189,1,mike,Thu May 07 2015 22:01:39 GMT-0700 (PDT),ICL_third_set_hundred_r2
4012,171,185,1,mike,Thu May 07 2015 22:01:43 GMT-0700 (PDT),ICL_third_set_hundred_r2
4013,181,199,1,mike,Thu May 07 2015 22:01:46 GMT-0700 (PDT),ICL_third_set_hundred_r2
4014,133,216,-1,mike,Thu May 07 2015 22:01:48 GMT-0700 (PDT),ICL_third_set_hundred_r2
4015,137,168,1,mike,Thu May 07 2015 22:01:57 GMT-0700 (PDT),ICL_third_set_hundred_r2
4016,143,212,1,mike,Thu May 07 2015 22:02:00 GMT-0700 (PDT),ICL_third_set_hundred_r2
4017,177,199,-1,mike,Thu May 07 2015 22:02:02 GMT-0700 (PDT),ICL_third_set_hundred_r2
4018,146,130,-1,mike,Thu May 07 2015 22:02:04 GMT-0700 (PDT),ICL_third_set_hundred_r2
4019,182,199,-1,mike,Thu May 07 2015 22:02:27 GMT-0700 (PDT),ICL_third_set_hundred_r2
402,213,215,1,mike,Wed Apr 29 2015 18:03:33 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4020,134,153,-1,mike,Thu May 07 2015 22:02:29 GMT-0700 (PDT),ICL_third_set_hundred_r2
4021,148,153,-1,mike,Thu May 07 2015 22:02:33 GMT-0700 (PDT),ICL_third_set_hundred_r2
4022,161,205,1,mike,Thu May 07 2015 22:02:36 GMT-0700 (PDT),ICL_third_set_hundred_r2
4023,181,213,1,mike,Thu May 07 2015 22:02:38 GMT-0700 (PDT),ICL_third_set_hundred_r2
4024,166,184,-1,mike,Thu May 07 2015 22:02:41 GMT-0700 (PDT),ICL_third_set_hundred_r2
4025,170,203,-1,mike,Thu May 07 2015 22:02:44 GMT-0700 (PDT),ICL_third_set_hundred_r2
4026,215,219,-1,mike,Thu May 07 2015 22:02:49 GMT-0700 (PDT),ICL_third_set_hundred_r2
4027,220,161,1,mike,Thu May 07 2015 22:02:51 GMT-0700 (PDT),ICL_third_set_hundred_r2
4028,148,206,1,mike,Thu May 07 2015 22:02:56 GMT-0700 (PDT),ICL_third_set_hundred_r2
4029,174,136,1,mike,Thu May 07 2015 22:03:00 GMT-0700 (PDT),ICL_third_set_hundred_r2
403,131,138,-1,mike,Wed Apr 29 2015 18:03:37 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4030,150,189,1,mike,Thu May 07 2015 22:03:02 GMT-0700 (PDT),ICL_third_set_hundred_r2
4031,194,204,1,mike,Thu May 07 2015 22:03:05 GMT-0700 (PDT),ICL_third_set_hundred_r2
4032,135,137,-1,mike,Thu May 07 2015 22:03:07 GMT-0700 (PDT),ICL_third_set_hundred_r2
4033,136,164,-1,mike,Thu May 07 2015 22:03:10 GMT-0700 (PDT),ICL_third_set_hundred_r2
4034,131,160,1,mike,Thu May 07 2015 22:03:16 GMT-0700 (PDT),ICL_third_set_hundred_r2
4035,128,216,-1,mike,Thu May 07 2015 22:03:18 GMT-0700 (PDT),ICL_third_set_hundred_r2
4036,203,209,1,mike,Thu May 07 2015 22:03:20 GMT-0700 (PDT),ICL_third_set_hundred_r2
4037,154,204,-1,mike,Thu May 07 2015 22:03:25 GMT-0700 (PDT),ICL_third_set_hundred_r2
4038,178,214,-1,mike,Thu May 07 2015 22:03:27 GMT-0700 (PDT),ICL_third_set_hundred_r2
4039,138,145,-1,mike,Thu May 07 2015 22:03:30 GMT-0700 (PDT),ICL_third_set_hundred_r2
404,133,198,-1,mike,Wed Apr 29 2015 18:03:49 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4040,149,181,1,mike,Thu May 07 2015 22:03:32 GMT-0700 (PDT),ICL_third_set_hundred_r2
4041,190,159,-1,mike,Thu May 07 2015 22:03:35 GMT-0700 (PDT),ICL_third_set_hundred_r2
4042,133,203,-1,mike,Thu May 07 2015 22:03:37 GMT-0700 (PDT),ICL_third_set_hundred_r2
4043,198,209,-1,mike,Thu May 07 2015 22:03:40 GMT-0700 (PDT),ICL_third_set_hundred_r2
4044,176,203,-1,mike,Thu May 07 2015 22:03:42 GMT-0700 (PDT),ICL_third_set_hundred_r2
4045,169,179,1,mike,Thu May 07 2015 22:03:45 GMT-0700 (PDT),ICL_third_set_hundred_r2
4046,186,194,1,mike,Thu May 07 2015 22:03:47 GMT-0700 (PDT),ICL_third_set_hundred_r2
4047,173,199,-1,mike,Thu May 07 2015 22:03:50 GMT-0700 (PDT),ICL_third_set_hundred_r2
4048,158,147,1,mike,Thu May 07 2015 22:03:52 GMT-0700 (PDT),ICL_third_set_hundred_r2
4049,122,164,1,mike,Thu May 07 2015 22:03:54 GMT-0700 (PDT),ICL_third_set_hundred_r2
405,127,151,1,mike,Wed Apr 29 2015 18:03:52 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4050,219,162,-1,mike,Thu May 07 2015 22:03:56 GMT-0700 (PDT),ICL_third_set_hundred_r2
4051,132,182,-1,mike,Thu May 07 2015 22:03:59 GMT-0700 (PDT),ICL_third_set_hundred_r2
4052,169,214,-1,mike,Thu May 07 2015 22:04:01 GMT-0700 (PDT),ICL_third_set_hundred_r2
4053,130,210,1,mike,Thu May 07 2015 22:04:07 GMT-0700 (PDT),ICL_third_set_hundred_r2
4054,180,163,1,mike,Thu May 07 2015 22:04:10 GMT-0700 (PDT),ICL_third_set_hundred_r2
4055,219,129,-1,mike,Thu May 07 2015 22:04:15 GMT-0700 (PDT),ICL_third_set_hundred_r2
4056,215,197,1,mike,Thu May 07 2015 22:04:19 GMT-0700 (PDT),ICL_third_set_hundred_r2
4057,124,157,-1,mike,Thu May 07 2015 22:04:22 GMT-0700 (PDT),ICL_third_set_hundred_r2
4058,194,211,-1,mike,Thu May 07 2015 22:04:24 GMT-0700 (PDT),ICL_third_set_hundred_r2
4059,177,185,1,mike,Thu May 07 2015 22:04:26 GMT-0700 (PDT),ICL_third_set_hundred_r2
406,153,163,1,mike,Wed Apr 29 2015 18:03:56 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4060,160,207,-1,mike,Thu May 07 2015 22:04:28 GMT-0700 (PDT),ICL_third_set_hundred_r2
4061,130,136,1,mike,Thu May 07 2015 22:04:30 GMT-0700 (PDT),ICL_third_set_hundred_r2
4062,140,194,1,mike,Thu May 07 2015 22:04:33 GMT-0700 (PDT),ICL_third_set_hundred_r2
4063,181,198,1,mike,Thu May 07 2015 22:04:35 GMT-0700 (PDT),ICL_third_set_hundred_r2
4064,140,177,1,mike,Thu May 07 2015 22:04:38 GMT-0700 (PDT),ICL_third_set_hundred_r2
4065,182,214,-1,mike,Thu May 07 2015 22:04:45 GMT-0700 (PDT),ICL_third_set_hundred_r2
4066,190,158,-1,mike,Thu May 07 2015 22:04:47 GMT-0700 (PDT),ICL_third_set_hundred_r2
4067,127,147,1,mike,Thu May 07 2015 22:04:49 GMT-0700 (PDT),ICL_third_set_hundred_r2
4068,176,134,-1,mike,Thu May 07 2015 22:04:51 GMT-0700 (PDT),ICL_third_set_hundred_r2
4069,158,144,1,mike,Thu May 07 2015 22:04:53 GMT-0700 (PDT),ICL_third_set_hundred_r2
407,132,219,1,mike,Wed Apr 29 2015 18:04:02 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4070,124,166,1,mike,Thu May 07 2015 22:04:57 GMT-0700 (PDT),ICL_third_set_hundred_r2
4071,177,160,1,mike,Thu May 07 2015 22:04:59 GMT-0700 (PDT),ICL_third_set_hundred_r2
4072,173,209,1,mike,Thu May 07 2015 22:05:01 GMT-0700 (PDT),ICL_third_set_hundred_r2
4073,135,204,-1,mike,Thu May 07 2015 22:05:05 GMT-0700 (PDT),ICL_third_set_hundred_r2
4074,186,192,1,mike,Thu May 07 2015 22:05:07 GMT-0700 (PDT),ICL_third_set_hundred_r2
4075,121,128,1,mike,Thu May 07 2015 22:05:09 GMT-0700 (PDT),ICL_third_set_hundred_r2
4076,137,217,1,mike,Thu May 07 2015 22:05:12 GMT-0700 (PDT),ICL_third_set_hundred_r2
4077,215,185,1,mike,Thu May 07 2015 22:05:14 GMT-0700 (PDT),ICL_third_set_hundred_r2
4078,166,193,-1,mike,Thu May 07 2015 22:05:16 GMT-0700 (PDT),ICL_third_set_hundred_r2
4079,129,187,-1,mike,Thu May 07 2015 22:05:18 GMT-0700 (PDT),ICL_third_set_hundred_r2
408,138,180,-1,mike,Wed Apr 29 2015 18:04:05 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4080,152,174,1,mike,Thu May 07 2015 22:05:23 GMT-0700 (PDT),ICL_third_set_hundred_r2
4081,220,162,-1,mike,Thu May 07 2015 22:05:27 GMT-0700 (PDT),ICL_third_set_hundred_r2
4082,129,142,-1,mike,Thu May 07 2015 22:05:29 GMT-0700 (PDT),ICL_third_set_hundred_r2
4083,193,121,1,mike,Thu May 07 2015 22:05:33 GMT-0700 (PDT),ICL_third_set_hundred_r2
4084,174,149,-1,mike,Thu May 07 2015 22:05:35 GMT-0700 (PDT),ICL_third_set_hundred_r2
4085,212,204,1,mike,Thu May 07 2015 22:05:37 GMT-0700 (PDT),ICL_third_set_hundred_r2
4086,170,212,-1,mike,Thu May 07 2015 22:05:39 GMT-0700 (PDT),ICL_third_set_hundred_r2
4087,212,208,1,mike,Thu May 07 2015 22:05:41 GMT-0700 (PDT),ICL_third_set_hundred_r2
4088,162,163,1,mike,Thu May 07 2015 22:05:48 GMT-0700 (PDT),ICL_third_set_hundred_r2
4089,144,205,1,mike,Thu May 07 2015 22:05:53 GMT-0700 (PDT),ICL_third_set_hundred_r2
409,204,212,-1,mike,Wed Apr 29 2015 18:04:49 GMT-0700 (Pacific Daylight Time),ICL_third_set_hundred_r2
4090,146,192,1,mike,Thu May 07 2015 22:05:55 GMT-0700 (PDT),ICL_third_set_hundred_r2
4091,130,188,1,mike,Thu May 07 2015 22:05:57 GMT-0700 (PDT),ICL_third_set_hundred_r2
4092,147,185,1,mike,Thu May 07 2015 22:06:21 GMT-0700 (PDT),ICL_third_set_hundred_r2
4093,139,196,-1,mike,Thu May 07 2015 22:06:40 GMT-0700 (PDT),ICL_third_set_hundred_r2
4094,161,178,1,mike,Thu May 07 2015 22:06:42 GMT-0700 (PDT),ICL_third_set_hundred_r2
4095,190,174,1,mike,Thu May 07 2015 22:06:47 GMT-0700 (PDT),ICL_third_set_hundred_r2
4096,159,188,1,mike,Thu May 07 2015 22:06:49 GMT-0700 (PDT),ICL_third_set_hundred_r2
4097,142,177,1,mike,Thu May 07 2015 22:06:51 GMT-0700 (PDT),ICL_third_set_hundred_r2
4098,199,206,1,mike,Thu May 07 2015 22:06:53 GMT-0700 (PDT),ICL_third_set_hundred_r2
4099,176,218,-1,mike,Thu May 07 2015 22:06:55 GMT-0700 (PDT),ICL_third_set_hundred_r2
