task_id,image,diagnosis,user,date,icl
23,279,PrePlus,karyn,Wed Jul 29 2015 16:43:48 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
24,271,Plus,karyn,Wed Jul 29 2015 16:43:50 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
25,258,Plus,karyn,Wed Jul 29 2015 16:43:52 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
26,248,PrePlus,karyn,Wed Jul 29 2015 16:43:55 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
27,264,PrePlus,karyn,Wed Jul 29 2015 16:44:23 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
28,278,Plus,karyn,Wed Jul 29 2015 16:44:26 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
29,261,Plus,karyn,Wed Jul 29 2015 16:44:28 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
3,276,Plus,karyn,Wed Jul 29 2015 16:42:27 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
30,264,PrePlus,karyn,Wed Jul 29 2015 16:44:31 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
31,263,Plus,karyn,Wed Jul 29 2015 16:44:33 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
32,252,Plus,karyn,Wed Jul 29 2015 16:44:35 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
33,262,PrePlus,karyn,Wed Jul 29 2015 16:44:42 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
34,266,Normal,karyn,Wed Jul 29 2015 16:44:45 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
35,251,Plus,karyn,Wed Jul 29 2015 16:44:47 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
36,248,PrePlus,karyn,Wed Jul 29 2015 16:44:57 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
37,271,Plus,karyn,Wed Jul 29 2015 16:44:59 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
38,272,Plus,karyn,Wed Jul 29 2015 16:45:01 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
39,275,PrePlus,karyn,Wed Jul 29 2015 16:45:06 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
4,246,Plus,karyn,Wed Jul 29 2015 16:42:29 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
40,249,Plus,karyn,Wed Jul 29 2015 16:45:08 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
5,255,PrePlus,karyn,Wed Jul 29 2015 16:42:32 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
6,260,Plus,karyn,Wed Jul 29 2015 16:42:35 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
7,268,PrePlus,karyn,Wed Jul 29 2015 16:42:40 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
8,265,Plus,karyn,Wed Jul 29 2015 16:42:43 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
9,257,Plus,karyn,Wed Jul 29 2015 16:42:47 GMT-0400 (Eastern Daylight Time),icsfy_set34_rev2
0,273,Plus,maria,Sun Jul 12 2015 07:01:52 GMT-0400 (EDT),icsfy_set34_rev2
1,277,Plus,maria,Sun Jul 12 2015 07:01:55 GMT-0400 (EDT),icsfy_set34_rev2
10,254,Plus,maria,Sun Jul 12 2015 07:02:23 GMT-0400 (EDT),icsfy_set34_rev2
11,266,Plus,maria,Sun Jul 12 2015 07:02:29 GMT-0400 (EDT),icsfy_set34_rev2
12,247,Plus,maria,Sun Jul 12 2015 07:02:33 GMT-0400 (EDT),icsfy_set34_rev2
13,259,Plus,maria,Sun Jul 12 2015 07:02:37 GMT-0400 (EDT),icsfy_set34_rev2
14,253,PrePlus,maria,Sun Jul 12 2015 07:02:41 GMT-0400 (EDT),icsfy_set34_rev2
15,251,Plus,maria,Sun Jul 12 2015 07:02:44 GMT-0400 (EDT),icsfy_set34_rev2
16,267,Plus,maria,Sun Jul 12 2015 07:02:48 GMT-0400 (EDT),icsfy_set34_rev2
17,269,Plus,maria,Sun Jul 12 2015 07:02:51 GMT-0400 (EDT),icsfy_set34_rev2
18,253,PrePlus,maria,Sun Jul 12 2015 07:02:56 GMT-0400 (EDT),icsfy_set34_rev2
19,270,Plus,maria,Sun Jul 12 2015 07:03:04 GMT-0400 (EDT),icsfy_set34_rev2
2,256,Plus,maria,Sun Jul 12 2015 07:02:00 GMT-0400 (EDT),icsfy_set34_rev2
20,250,Plus,maria,Sun Jul 12 2015 07:03:07 GMT-0400 (EDT),icsfy_set34_rev2
21,274,Plus,maria,Sun Jul 12 2015 07:03:09 GMT-0400 (EDT),icsfy_set34_rev2
22,260,Plus,maria,Sun Jul 12 2015 07:03:11 GMT-0400 (EDT),icsfy_set34_rev2
23,279,Plus,maria,Sun Jul 12 2015 07:03:13 GMT-0400 (EDT),icsfy_set34_rev2
24,271,Plus,maria,Sun Jul 12 2015 07:03:16 GMT-0400 (EDT),icsfy_set34_rev2
25,258,Plus,maria,Sun Jul 12 2015 07:03:19 GMT-0400 (EDT),icsfy_set34_rev2
26,248,Plus,maria,Sun Jul 12 2015 07:03:22 GMT-0400 (EDT),icsfy_set34_rev2
27,264,Plus,maria,Sun Jul 12 2015 07:03:25 GMT-0400 (EDT),icsfy_set34_rev2
28,278,Plus,maria,Sun Jul 12 2015 07:03:28 GMT-0400 (EDT),icsfy_set34_rev2
29,261,Plus,maria,Sun Jul 12 2015 07:03:30 GMT-0400 (EDT),icsfy_set34_rev2
3,276,Plus,maria,Sun Jul 12 2015 07:02:03 GMT-0400 (EDT),icsfy_set34_rev2
30,264,Plus,maria,Sun Jul 12 2015 07:03:33 GMT-0400 (EDT),icsfy_set34_rev2
31,263,Plus,maria,Sun Jul 12 2015 07:03:36 GMT-0400 (EDT),icsfy_set34_rev2
32,252,Plus,maria,Sun Jul 12 2015 07:03:38 GMT-0400 (EDT),icsfy_set34_rev2
33,262,Plus,maria,Sun Jul 12 2015 07:03:41 GMT-0400 (EDT),icsfy_set34_rev2
34,266,Plus,maria,Sun Jul 12 2015 07:03:45 GMT-0400 (EDT),icsfy_set34_rev2
35,251,Plus,maria,Sun Jul 12 2015 07:03:47 GMT-0400 (EDT),icsfy_set34_rev2
36,248,Plus,maria,Sun Jul 12 2015 07:03:50 GMT-0400 (EDT),icsfy_set34_rev2
37,271,Plus,maria,Sun Jul 12 2015 07:03:52 GMT-0400 (EDT),icsfy_set34_rev2
38,272,Plus,maria,Sun Jul 12 2015 07:03:55 GMT-0400 (EDT),icsfy_set34_rev2
39,275,PrePlus,maria,Sun Jul 12 2015 07:04:02 GMT-0400 (EDT),icsfy_set34_rev2
4,246,Plus,maria,Sun Jul 12 2015 07:02:05 GMT-0400 (EDT),icsfy_set34_rev2
40,249,Plus,maria,Sun Jul 12 2015 07:04:04 GMT-0400 (EDT),icsfy_set34_rev2
5,255,Plus,maria,Sun Jul 12 2015 07:02:09 GMT-0400 (EDT),icsfy_set34_rev2
6,260,Plus,maria,Sun Jul 12 2015 07:02:11 GMT-0400 (EDT),icsfy_set34_rev2
7,268,Plus,maria,Sun Jul 12 2015 07:02:15 GMT-0400 (EDT),icsfy_set34_rev2
8,265,Plus,maria,Sun Jul 12 2015 07:02:18 GMT-0400 (EDT),icsfy_set34_rev2
9,257,Plus,maria,Sun Jul 12 2015 07:02:21 GMT-0400 (EDT),icsfy_set34_rev2
10,254,Plus,mike,Sat Aug 08 2015 09:30:02 GMT-0700 (PDT),icsfy_set34_rev2
11,266,PrePlus,mike,Sat Aug 08 2015 09:30:05 GMT-0700 (PDT),icsfy_set34_rev2
12,247,PrePlus,mike,Sat Aug 08 2015 09:30:08 GMT-0700 (PDT),icsfy_set34_rev2
13,259,Plus,mike,Sat Aug 08 2015 09:30:10 GMT-0700 (PDT),icsfy_set34_rev2
14,253,Normal,mike,Sat Aug 08 2015 09:30:26 GMT-0700 (PDT),icsfy_set34_rev2
15,251,Plus,mike,Sat Aug 08 2015 09:30:29 GMT-0700 (PDT),icsfy_set34_rev2
16,267,PrePlus,mike,Sat Aug 08 2015 09:30:54 GMT-0700 (PDT),icsfy_set34_rev2
17,269,Plus,mike,Sat Aug 08 2015 09:30:59 GMT-0700 (PDT),icsfy_set34_rev2
18,253,Normal,mike,Sat Aug 08 2015 09:31:02 GMT-0700 (PDT),icsfy_set34_rev2
19,270,PrePlus,mike,Sat Aug 08 2015 09:31:07 GMT-0700 (PDT),icsfy_set34_rev2
20,250,Plus,mike,Sat Aug 08 2015 09:31:10 GMT-0700 (PDT),icsfy_set34_rev2
21,274,Plus,mike,Sat Aug 08 2015 09:31:12 GMT-0700 (PDT),icsfy_set34_rev2
22,260,PrePlus,mike,Sat Aug 08 2015 09:31:35 GMT-0700 (PDT),icsfy_set34_rev2
23,279,PrePlus,mike,Sat Aug 08 2015 09:32:57 GMT-0700 (PDT),icsfy_set34_rev2
24,271,Plus,mike,Sat Aug 08 2015 09:33:08 GMT-0700 (PDT),icsfy_set34_rev2
25,258,Plus,mike,Sat Aug 08 2015 09:33:10 GMT-0700 (PDT),icsfy_set34_rev2
26,248,PrePlus,mike,Sat Aug 08 2015 09:33:13 GMT-0700 (PDT),icsfy_set34_rev2
27,264,PrePlus,mike,Sat Aug 08 2015 09:33:18 GMT-0700 (PDT),icsfy_set34_rev2
28,278,Plus,mike,Sat Aug 08 2015 09:33:20 GMT-0700 (PDT),icsfy_set34_rev2
29,261,Plus,mike,Sat Aug 08 2015 09:33:22 GMT-0700 (PDT),icsfy_set34_rev2
30,264,PrePlus,mike,Sat Aug 08 2015 09:33:25 GMT-0700 (PDT),icsfy_set34_rev2
31,263,Plus,mike,Sat Aug 08 2015 09:33:28 GMT-0700 (PDT),icsfy_set34_rev2
32,252,Plus,mike,Sat Aug 08 2015 09:33:30 GMT-0700 (PDT),icsfy_set34_rev2
33,262,Plus,mike,Sat Aug 08 2015 09:33:32 GMT-0700 (PDT),icsfy_set34_rev2
34,266,Normal,mike,Sat Aug 08 2015 09:33:40 GMT-0700 (PDT),icsfy_set34_rev2
35,251,Plus,mike,Sat Aug 08 2015 09:33:42 GMT-0700 (PDT),icsfy_set34_rev2
36,248,PrePlus,mike,Sat Aug 08 2015 09:33:44 GMT-0700 (PDT),icsfy_set34_rev2
37,271,Plus,mike,Sat Aug 08 2015 09:33:56 GMT-0700 (PDT),icsfy_set34_rev2
38,272,Plus,mike,Sat Aug 08 2015 09:34:00 GMT-0700 (PDT),icsfy_set34_rev2
39,275,PrePlus,mike,Sat Aug 08 2015 09:34:03 GMT-0700 (PDT),icsfy_set34_rev2
4,246,Plus,mike,Sat Aug 08 2015 09:29:22 GMT-0700 (PDT),icsfy_set34_rev2
40,249,Plus,mike,Sat Aug 08 2015 09:34:05 GMT-0700 (PDT),icsfy_set34_rev2
5,255,Plus,mike,Sat Aug 08 2015 09:29:36 GMT-0700 (PDT),icsfy_set34_rev2
6,260,PrePlus,mike,Sat Aug 08 2015 09:29:41 GMT-0700 (PDT),icsfy_set34_rev2
7,268,PrePlus,mike,Sat Aug 08 2015 09:29:49 GMT-0700 (PDT),icsfy_set34_rev2
8,265,Plus,mike,Sat Aug 08 2015 09:29:55 GMT-0700 (PDT),icsfy_set34_rev2
9,257,Plus,mike,Sat Aug 08 2015 09:30:00 GMT-0700 (PDT),icsfy_set34_rev2
0,273,Plus,nina,Mon Jul 13 2015 13:12:18 GMT+0200,icsfy_set34_rev2
1,277,PrePlus,nina,Mon Jul 13 2015 13:12:34 GMT+0200,icsfy_set34_rev2
10,254,Plus,nina,Mon Jul 13 2015 13:13:11 GMT+0200,icsfy_set34_rev2
11,266,Normal,nina,Mon Jul 13 2015 13:13:15 GMT+0200,icsfy_set34_rev2
12,247,PrePlus,nina,Mon Jul 13 2015 13:13:18 GMT+0200,icsfy_set34_rev2
13,259,Plus,nina,Mon Jul 13 2015 13:13:23 GMT+0200,icsfy_set34_rev2
14,253,Normal,nina,Mon Jul 13 2015 13:13:30 GMT+0200,icsfy_set34_rev2
15,251,Plus,nina,Mon Jul 13 2015 13:13:33 GMT+0200,icsfy_set34_rev2
16,267,PrePlus,nina,Mon Jul 13 2015 13:13:36 GMT+0200,icsfy_set34_rev2
17,269,PrePlus,nina,Mon Jul 13 2015 13:13:44 GMT+0200,icsfy_set34_rev2
18,253,Normal,nina,Mon Jul 13 2015 13:13:47 GMT+0200,icsfy_set34_rev2
19,270,Plus,nina,Mon Jul 13 2015 13:13:51 GMT+0200,icsfy_set34_rev2
2,256,Normal,nina,Mon Jul 13 2015 13:12:41 GMT+0200,icsfy_set34_rev2
20,250,Plus,nina,Mon Jul 13 2015 13:13:54 GMT+0200,icsfy_set34_rev2
21,274,Plus,nina,Mon Jul 13 2015 13:13:56 GMT+0200,icsfy_set34_rev2
22,260,PrePlus,nina,Mon Jul 13 2015 13:13:59 GMT+0200,icsfy_set34_rev2
23,279,Plus,nina,Mon Jul 13 2015 13:14:02 GMT+0200,icsfy_set34_rev2
24,271,Plus,nina,Mon Jul 13 2015 13:14:05 GMT+0200,icsfy_set34_rev2
25,258,Plus,nina,Mon Jul 13 2015 13:14:07 GMT+0200,icsfy_set34_rev2
26,248,Plus,nina,Mon Jul 13 2015 13:14:10 GMT+0200,icsfy_set34_rev2
27,264,PrePlus,nina,Mon Jul 13 2015 13:14:13 GMT+0200,icsfy_set34_rev2
28,278,Plus,nina,Mon Jul 13 2015 13:14:16 GMT+0200,icsfy_set34_rev2
29,261,Plus,nina,Mon Jul 13 2015 13:14:19 GMT+0200,icsfy_set34_rev2
3,276,Plus,nina,Mon Jul 13 2015 13:12:47 GMT+0200,icsfy_set34_rev2
30,264,PrePlus,nina,Mon Jul 13 2015 13:14:22 GMT+0200,icsfy_set34_rev2
31,263,Plus,nina,Mon Jul 13 2015 13:14:24 GMT+0200,icsfy_set34_rev2
32,252,Plus,nina,Mon Jul 13 2015 13:14:27 GMT+0200,icsfy_set34_rev2
33,262,Plus,nina,Mon Jul 13 2015 13:14:29 GMT+0200,icsfy_set34_rev2
34,266,Normal,nina,Mon Jul 13 2015 13:14:33 GMT+0200,icsfy_set34_rev2
35,251,Plus,nina,Mon Jul 13 2015 13:14:36 GMT+0200,icsfy_set34_rev2
36,248,Plus,nina,Mon Jul 13 2015 13:14:39 GMT+0200,icsfy_set34_rev2
37,271,Plus,nina,Mon Jul 13 2015 13:14:41 GMT+0200,icsfy_set34_rev2
38,272,PrePlus,nina,Mon Jul 13 2015 13:14:46 GMT+0200,icsfy_set34_rev2
39,275,PrePlus,nina,Mon Jul 13 2015 13:14:49 GMT+0200,icsfy_set34_rev2
4,246,Plus,nina,Mon Jul 13 2015 13:12:49 GMT+0200,icsfy_set34_rev2
40,249,Plus,nina,Mon Jul 13 2015 13:14:52 GMT+0200,icsfy_set34_rev2
5,255,PrePlus,nina,Mon Jul 13 2015 13:12:53 GMT+0200,icsfy_set34_rev2
6,260,PrePlus,nina,Mon Jul 13 2015 13:12:56 GMT+0200,icsfy_set34_rev2
7,268,Normal,nina,Mon Jul 13 2015 13:12:59 GMT+0200,icsfy_set34_rev2
8,265,PrePlus,nina,Mon Jul 13 2015 13:13:03 GMT+0200,icsfy_set34_rev2
9,257,PrePlus,nina,Mon Jul 13 2015 13:13:08 GMT+0200,icsfy_set34_rev2
0,273,Plus,null,Mon Jul 27 2015 19:38:52 GMT-0700 (PDT),icsfy_set34_rev2
0,273,Plus,null,Mon Jul 27 2015 19:39:00 GMT-0700 (PDT),icsfy_set34_rev2
0,273,Plus,null,Mon Jul 27 2015 19:39:08 GMT-0700 (PDT),icsfy_set34_rev2
0,273,Plus,null,Mon Jul 27 2015 19:39:16 GMT-0700 (PDT),icsfy_set34_rev2
0,273,Plus,null,Tue Jul 28 2015 09:55:45 GMT-0700 (Pacific Daylight Time),icsfy_set34_rev2
0,273,Plus,null,Tue Jul 28 2015 09:55:49 GMT-0700 (Pacific Daylight Time),icsfy_set34_rev2
0,273,Plus,null,Tue Jul 28 2015 09:56:02 GMT-0700 (Pacific Daylight Time),icsfy_set34_rev2
0,273,Plus,null,Tue Jul 28 2015 09:57:36 GMT-0700 (Pacific Daylight Time),icsfy_set34_rev2
1,277,PrePlus,null,Mon Jul 27 2015 19:39:31 GMT-0700 (PDT),icsfy_set34_rev2
2,256,PrePlus,null,Mon Jul 27 2015 19:39:46 GMT-0700 (PDT),icsfy_set34_rev2
2,256,PrePlus,null,Mon Jul 27 2015 19:40:21 GMT-0700 (PDT),icsfy_set34_rev2
2,256,PrePlus,null,Mon Jul 27 2015 19:40:25 GMT-0700 (PDT),icsfy_set34_rev2
3,276,Plus,null,Tue Jul 28 2015 05:35:50 GMT-0700 (PDT),icsfy_set34_rev2
3,276,Plus,null,Tue Jul 28 2015 05:35:57 GMT-0700 (PDT),icsfy_set34_rev2
3,276,Plus,null,Tue Jul 28 2015 05:35:59 GMT-0700 (PDT),icsfy_set34_rev2
3,276,Plus,null,Tue Jul 28 2015 05:36:04 GMT-0700 (PDT),icsfy_set34_rev2
0,273,Plus,paul,Mon Aug 10 2015 08:59:13 GMT-0300 (ADT),icsfy_set34_rev2
1,277,Plus,paul,Mon Aug 10 2015 08:59:16 GMT-0300 (ADT),icsfy_set34_rev2
10,254,Plus,paul,Mon Aug 10 2015 08:59:41 GMT-0300 (ADT),icsfy_set34_rev2
11,266,PrePlus,paul,Mon Aug 10 2015 08:59:45 GMT-0300 (ADT),icsfy_set34_rev2
12,247,Plus,paul,Mon Aug 10 2015 08:59:49 GMT-0300 (ADT),icsfy_set34_rev2
13,259,Plus,paul,Mon Aug 10 2015 08:59:51 GMT-0300 (ADT),icsfy_set34_rev2
14,253,PrePlus,paul,Mon Aug 10 2015 08:59:54 GMT-0300 (ADT),icsfy_set34_rev2
15,251,Plus,paul,Mon Aug 10 2015 08:59:56 GMT-0300 (ADT),icsfy_set34_rev2
16,267,PrePlus,paul,Mon Aug 10 2015 09:00:07 GMT-0300 (ADT),icsfy_set34_rev2
17,269,Plus,paul,Mon Aug 10 2015 09:00:09 GMT-0300 (ADT),icsfy_set34_rev2
18,253,PrePlus,paul,Mon Aug 10 2015 09:00:11 GMT-0300 (ADT),icsfy_set34_rev2
19,270,PrePlus,paul,Mon Aug 10 2015 09:00:21 GMT-0300 (ADT),icsfy_set34_rev2
2,256,PrePlus,paul,Mon Aug 10 2015 08:59:19 GMT-0300 (ADT),icsfy_set34_rev2
20,250,Plus,paul,Mon Aug 10 2015 09:00:24 GMT-0300 (ADT),icsfy_set34_rev2
21,274,Plus,paul,Mon Aug 10 2015 09:00:26 GMT-0300 (ADT),icsfy_set34_rev2
22,260,PrePlus,paul,Mon Aug 10 2015 09:00:28 GMT-0300 (ADT),icsfy_set34_rev2
23,279,Plus,paul,Mon Aug 10 2015 09:00:32 GMT-0300 (ADT),icsfy_set34_rev2
24,271,Plus,paul,Mon Aug 10 2015 09:00:34 GMT-0300 (ADT),icsfy_set34_rev2
25,258,Plus,paul,Mon Aug 10 2015 09:00:36 GMT-0300 (ADT),icsfy_set34_rev2
26,248,PrePlus,paul,Mon Aug 10 2015 09:00:38 GMT-0300 (ADT),icsfy_set34_rev2
27,264,PrePlus,paul,Mon Aug 10 2015 09:00:40 GMT-0300 (ADT),icsfy_set34_rev2
28,278,Plus,paul,Mon Aug 10 2015 09:00:42 GMT-0300 (ADT),icsfy_set34_rev2
29,261,Plus,paul,Mon Aug 10 2015 09:00:44 GMT-0300 (ADT),icsfy_set34_rev2
3,276,Plus,paul,Mon Aug 10 2015 08:59:22 GMT-0300 (ADT),icsfy_set34_rev2
30,264,PrePlus,paul,Mon Aug 10 2015 09:00:46 GMT-0300 (ADT),icsfy_set34_rev2
31,263,Plus,paul,Mon Aug 10 2015 09:00:49 GMT-0300 (ADT),icsfy_set34_rev2
32,252,Plus,paul,Mon Aug 10 2015 09:00:50 GMT-0300 (ADT),icsfy_set34_rev2
33,262,Plus,paul,Mon Aug 10 2015 09:00:52 GMT-0300 (ADT),icsfy_set34_rev2
34,266,PrePlus,paul,Mon Aug 10 2015 09:00:54 GMT-0300 (ADT),icsfy_set34_rev2
35,251,Plus,paul,Mon Aug 10 2015 09:00:57 GMT-0300 (ADT),icsfy_set34_rev2
36,248,PrePlus,paul,Mon Aug 10 2015 09:00:59 GMT-0300 (ADT),icsfy_set34_rev2
37,271,Plus,paul,Mon Aug 10 2015 09:01:01 GMT-0300 (ADT),icsfy_set34_rev2
38,272,Plus,paul,Mon Aug 10 2015 09:01:04 GMT-0300 (ADT),icsfy_set34_rev2
39,275,PrePlus,paul,Mon Aug 10 2015 09:01:05 GMT-0300 (ADT),icsfy_set34_rev2
4,246,Plus,paul,Mon Aug 10 2015 08:59:24 GMT-0300 (ADT),icsfy_set34_rev2
40,249,Plus,paul,Mon Aug 10 2015 09:01:07 GMT-0300 (ADT),icsfy_set34_rev2
5,255,PrePlus,paul,Mon Aug 10 2015 08:59:28 GMT-0300 (ADT),icsfy_set34_rev2
6,260,Plus,paul,Mon Aug 10 2015 08:59:31 GMT-0300 (ADT),icsfy_set34_rev2
7,268,PrePlus,paul,Mon Aug 10 2015 08:59:33 GMT-0300 (ADT),icsfy_set34_rev2
8,265,Plus,paul,Mon Aug 10 2015 08:59:36 GMT-0300 (ADT),icsfy_set34_rev2
9,257,Plus,paul,Mon Aug 10 2015 08:59:38 GMT-0300 (ADT),icsfy_set34_rev2
0,273,Plus,pete,Thu Aug 13 2015 14:05:01 GMT-0700 (PDT),icsfy_set34_rev2
1,277,PrePlus,pete,Thu Aug 13 2015 14:05:19 GMT-0700 (PDT),icsfy_set34_rev2
10,254,Plus,pete,Thu Aug 13 2015 14:07:46 GMT-0700 (PDT),icsfy_set34_rev2
11,266,PrePlus,pete,Thu Aug 13 2015 14:08:02 GMT-0700 (PDT),icsfy_set34_rev2
12,247,PrePlus,pete,Thu Aug 13 2015 14:08:06 GMT-0700 (PDT),icsfy_set34_rev2
13,259,Plus,pete,Thu Aug 13 2015 14:09:05 GMT-0700 (PDT),icsfy_set34_rev2
14,253,PrePlus,pete,Thu Aug 13 2015 14:09:27 GMT-0700 (PDT),icsfy_set34_rev2
15,251,Plus,pete,Thu Aug 13 2015 14:09:29 GMT-0700 (PDT),icsfy_set34_rev2
16,267,Plus,pete,Thu Aug 13 2015 14:09:34 GMT-0700 (PDT),icsfy_set34_rev2
17,269,Plus,pete,Thu Aug 13 2015 14:09:37 GMT-0700 (PDT),icsfy_set34_rev2
18,253,PrePlus,pete,Thu Aug 13 2015 14:09:39 GMT-0700 (PDT),icsfy_set34_rev2
19,270,Plus,pete,Thu Aug 13 2015 14:09:43 GMT-0700 (PDT),icsfy_set34_rev2
2,256,PrePlus,pete,Thu Aug 13 2015 14:05:37 GMT-0700 (PDT),icsfy_set34_rev2
20,250,Plus,pete,Thu Aug 13 2015 14:09:46 GMT-0700 (PDT),icsfy_set34_rev2
21,274,Plus,pete,Thu Aug 13 2015 14:09:48 GMT-0700 (PDT),icsfy_set34_rev2
22,260,PrePlus,pete,Thu Aug 13 2015 14:10:08 GMT-0700 (PDT),icsfy_set34_rev2
23,279,PrePlus,pete,Thu Aug 13 2015 14:10:48 GMT-0700 (PDT),icsfy_set34_rev2
24,271,Plus,pete,Thu Aug 13 2015 14:10:52 GMT-0700 (PDT),icsfy_set34_rev2
25,258,Plus,pete,Thu Aug 13 2015 14:10:54 GMT-0700 (PDT),icsfy_set34_rev2
26,248,Plus,pete,Thu Aug 13 2015 14:10:59 GMT-0700 (PDT),icsfy_set34_rev2
27,264,PrePlus,pete,Thu Aug 13 2015 14:12:02 GMT-0700 (PDT),icsfy_set34_rev2
28,278,Plus,pete,Thu Aug 13 2015 14:12:04 GMT-0700 (PDT),icsfy_set34_rev2
29,261,Plus,pete,Thu Aug 13 2015 14:12:07 GMT-0700 (PDT),icsfy_set34_rev2
3,276,Plus,pete,Thu Aug 13 2015 14:05:41 GMT-0700 (PDT),icsfy_set34_rev2
30,264,PrePlus,pete,Thu Aug 13 2015 14:12:11 GMT-0700 (PDT),icsfy_set34_rev2
31,263,Plus,pete,Thu Aug 13 2015 14:12:14 GMT-0700 (PDT),icsfy_set34_rev2
32,252,Plus,pete,Thu Aug 13 2015 14:12:17 GMT-0700 (PDT),icsfy_set34_rev2
33,262,Plus,pete,Thu Aug 13 2015 14:12:19 GMT-0700 (PDT),icsfy_set34_rev2
34,266,PrePlus,pete,Thu Aug 13 2015 14:12:23 GMT-0700 (PDT),icsfy_set34_rev2
35,251,Plus,pete,Thu Aug 13 2015 14:12:26 GMT-0700 (PDT),icsfy_set34_rev2
36,248,Plus,pete,Thu Aug 13 2015 14:12:31 GMT-0700 (PDT),icsfy_set34_rev2
37,271,Plus,pete,Thu Aug 13 2015 14:12:34 GMT-0700 (PDT),icsfy_set34_rev2
38,272,Plus,pete,Thu Aug 13 2015 14:12:58 GMT-0700 (PDT),icsfy_set34_rev2
39,275,PrePlus,pete,Thu Aug 13 2015 14:13:01 GMT-0700 (PDT),icsfy_set34_rev2
4,246,Plus,pete,Thu Aug 13 2015 14:05:43 GMT-0700 (PDT),icsfy_set34_rev2
40,249,Plus,pete,Thu Aug 13 2015 14:13:04 GMT-0700 (PDT),icsfy_set34_rev2
5,255,Plus,pete,Thu Aug 13 2015 14:06:01 GMT-0700 (PDT),icsfy_set34_rev2
6,260,PrePlus,pete,Thu Aug 13 2015 14:06:56 GMT-0700 (PDT),icsfy_set34_rev2
7,268,Plus,pete,Thu Aug 13 2015 14:07:35 GMT-0700 (PDT),icsfy_set34_rev2
8,265,Plus,pete,Thu Aug 13 2015 14:07:39 GMT-0700 (PDT),icsfy_set34_rev2
9,257,PrePlus,pete,Thu Aug 13 2015 14:07:43 GMT-0700 (PDT),icsfy_set34_rev2
